GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AG3001,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006,AG6001,AG6002
"G3600030","1860","New York","360","Allegany","0030","Allegany","13","30",41881,41617,264,0,0,,,435509,1840143
"G3600070","1860","New York","360","Broome","0070","Broome","13","70",35906,35442,464,0,0,,,322038,1181135
"G3600090","1860","New York","360","Cattaraugus","0090","Cattaraugus","13","90",43886,43735,151,0,0,,,494571,1889122
"G3600110","1860","New York","360","Cayuga","0110","Cayuga","13","110",55767,55316,451,0,0,,,810135,2627802
"G3600130","1860","New York","360","Chautauqua","0130","Chautauqua","13","130",58422,58213,205,0,4,,,693855,2813331
"G3600150","1860","New York","360","Chemung","0150","Chemung","13","150",26917,26345,572,0,0,,,200166,801240
"G3600170","1860","New York","360","Chenango","0170","Chenango","13","170",40934,40671,263,0,0,,,694497,2797020
"G3600190","1860","New York","360","Clinton","0190","Clinton","13","190",45735,45607,128,0,0,,,301870,1033132
"G3600210","1860","New York","360","Columbia","0210","Columbia","13","210",47172,45792,1380,0,0,,,727351,2080621
"G3600230","1860","New York","360","Cortland","0230","Cortland","13","230",26294,26278,16,0,0,,,378467,1680988
"G3600250","1860","New York","360","Delaware","0250","Delaware","13","250",42465,42279,186,0,0,,,547028,2708833
"G3600270","1860","New York","360","Dutchess","0270","Dutchess","13","270",64941,62890,2051,0,0,,,945810,3137733
"G3600290","1860","New York","360","Erie","0290","Erie","13","290",141971,141093,878,0,0,,,898953,2467395
"G3600310","1860","New York","360","Essex","0310","Essex","13","310",28214,28091,123,0,0,,,201418,1016169
"G3600330","1860","New York","360","Franklin","0330","Franklin","13","330",30837,30818,19,0,0,,,332380,1130943
"G3600350","1860","New York","360","Fulton","0350","Fulton","13","350",24162,23977,185,0,0,,,202733,736391
"G3600370","1860","New York","360","Genesee","0370","Genesee","13","370",32189,32105,84,0,0,,,485045,1788740
"G3600390","1860","New York","360","Greene","0390","Greene","13","390",31930,31111,819,0,0,,,311164,1361402
"G3600410","1860","New York","360","Hamilton","0410","Hamilton","13","410",3024,3019,3,0,2,,,20581,88257
"G3600430","1860","New York","360","Herkimer","0430","Herkimer","13","430",40561,40309,251,0,1,,,596937,2338859
"G3600450","1860","New York","360","Jefferson","0450","Jefferson","13","450",69825,69611,209,0,5,,,866040,3441925
"G3600470","1860","New York","360","Kings","0470","Kings","13","470",279122,274123,4999,0,0,,,134210,215171
"G3600490","1860","New York","360","Lewis","0490","Lewis","13","490",28580,28541,39,0,0,,,370217,1404247
"G3600510","1860","New York","360","Livingston","0510","Livingston","13","510",39546,39362,184,0,0,,,654441,2116311
"G3600530","1860","New York","360","Madison","0530","Madison","13","530",43545,43160,300,0,85,,,535187,2188197
"G3600550","1860","New York","360","Monroe","0550","Monroe","13","550",100648,100081,567,0,0,,,899561,2862177
"G3600570","1860","New York","360","Montgomery","0570","Montgomery","13","570",30866,30509,357,0,0,,,452369,1476963
"G3600610","1860","New York","360","New York","0610","New York","13","610",813669,801088,12574,0,7,,,50565,77000
"G3600630","1860","New York","360","Niagara","0630","Niagara","13","630",50399,49882,517,0,0,,,527530,1818502
"G3600650","1860","New York","360","Oneida","0650","Oneida","13","650",105202,104563,638,0,1,,,818215,3258968
"G3600670","1860","New York","360","Onondaga","0670","Onondaga","13","670",90686,90131,555,0,0,,,851939,2914556
"G3600690","1860","New York","360","Ontario","0690","Ontario","13","690",44563,43924,639,0,0,,,681710,2410328
"G3600710","1860","New York","360","Orange","0710","Orange","13","710",63812,61700,2112,0,0,,,638823,2574411
"G3600730","1860","New York","360","Orleans","0730","Orleans","13","730",28717,28586,131,0,0,,,401313,1470809
"G3600750","1860","New York","360","Oswego","0750","Oswego","13","750",75958,75623,335,0,0,,,560212,1885609
"G3600770","1860","New York","360","Otsego","0770","Otsego","13","770",50157,49950,207,0,0,,,664358,2845929
"G3600790","1860","New York","360","Putnam","0790","Putnam","13","790",14002,13819,183,0,0,,,184420,750020
"G3600810","1860","New York","360","Queens","0810","Queens","13","810",57391,54004,3387,0,0,,,703134,1348919
"G3600830","1860","New York","360","Rensselaer","0830","Rensselaer","13","830",86328,85267,1058,0,3,,,634731,1903351
"G3600850","1860","New York","360","Richmond","0850","Richmond","13","850",25492,24833,659,0,0,,,81245,149651
"G3600870","1860","New York","360","Rockland","0870","Rockland","13","870",22492,21943,549,0,0,,,114093,359705
"G3600890","1860","New York","360","St Lawrence","0890","St Lawrence","13","890",83689,83628,59,0,2,,,942808,3994406
"G3600910","1860","New York","360","Saratoga","0910","Saratoga","13","910",51729,51038,691,0,0,,,530587,1799822
"G3600930","1860","New York","360","Schenectady","0930","Schenectady","13","930",20002,19758,241,0,3,,,269213,692213
"G3600950","1860","New York","360","Schoharie","0950","Schoharie","13","950",34469,33985,484,0,0,,,569707,1805927
"G3600970","1860","New York","360","Schuyler","0970","Schuyler","13","970",18840,18740,100,0,0,,,346662,1076662
"G3600990","1860","New York","360","Seneca","0990","Seneca","13","990",28138,27925,213,0,0,,,381248,1152936
"G3601010","1860","New York","360","Steuben","1010","Steuben","13","1010",66690,66214,475,0,1,,,644377,2600414
"G3601030","1860","New York","360","Suffolk","1030","Suffolk","13","1030",43275,41461,1798,0,16,,,378493,1314027
"G3601050","1860","New York","360","Sullivan","1050","Sullivan","13","1050",32385,32291,94,0,0,,,209637,965698
"G3601070","1860","New York","360","Tioga","1070","Tioga","13","1070",28748,28499,248,0,1,,,298279,1182028
"G3601090","1860","New York","360","Tompkins","1090","Tompkins","13","1090",31409,31112,297,0,0,,,379177,1526031
"G3601110","1860","New York","360","Ulster","1110","Ulster","13","1110",76381,74772,1609,0,0,,,488047,1920322
"G3601130","1860","New York","360","Warren","1130","Warren","13","1130",21434,21376,58,0,0,,,149860,590791
"G3601150","1860","New York","360","Washington","1150","Washington","13","1150",45904,45643,259,0,2,,,631704,2238701
"G3601170","1860","New York","360","Wayne","1170","Wayne","13","1170",47762,47489,270,0,3,,,371727,1505848
"G3601190","1860","New York","360","Westchester","1190","Westchester","13","1190",99497,97227,2270,0,0,,,668945,1953644
"G3601210","1860","New York","360","Wyoming","1210","Wyoming","13","1210",31968,31913,52,0,3,,,429598,1730096
"G3601230","1860","New York","360","Yates","1230","Yates","13","1230",20290,20133,157,0,0,,,380745,1262885
"G3700010","1860","North Carolina","370","Alamance","0010","Alamance","47","10",11852,7985,422,3445,0,,,95994,339720
"G3700030","1860","North Carolina","370","Alexander","0030","Alexander","47","30",6022,5387,24,611,0,,,34002,224057
"G3700050","1860","North Carolina","370","Alleghany","0050","Alleghany","47","50",3590,3351,33,206,0,,,19026,157644
"G3700070","1860","North Carolina","370","Anson","0070","Anson","47","70",13664,6561,152,6951,0,,,74104,621075
"G3700090","1860","North Carolina","370","Ashe","0090","Ashe","47","90",7956,7423,142,391,0,,,33942,269543
"G3700130","1860","North Carolina","370","Beaufort","0130","Beaufort","47","130",14766,8160,728,5878,0,,,35230,230007
"G3700150","1860","North Carolina","370","Bertie","0150","Bertie","47","150",14310,5806,319,8185,0,,,62057,496106
"G3700170","1860","North Carolina","370","Bladen","0170","Bladen","47","170",11995,6233,435,5327,0,,,87504,335854
"G3700190","1860","North Carolina","370","Brunswick","0190","Brunswick","47","190",8406,4515,260,3631,0,,,43406,256792
"G3700210","1860","North Carolina","370","Buncombe","0210","Buncombe","47","210",12654,10610,111,1933,0,,,107463,517201
"G3700230","1860","North Carolina","370","Burke","0230","Burke","47","230",9237,6645,221,2371,0,,,41066,212419
"G3700250","1860","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",10546,7391,115,3040,0,,,93645,396164
"G3700270","1860","North Carolina","370","Caldwell","0270","Caldwell","47","270",7497,6295,114,1088,0,,,34034,226286
"G3700290","1860","North Carolina","370","Camden","0290","Camden","47","290",5343,2942,274,2127,0,,,40421,233400
"G3700310","1860","North Carolina","370","Carteret","0310","Carteret","47","310",8186,6064,153,1969,0,,,10355,67296
"G3700330","1860","North Carolina","370","Caswell","0330","Caswell","47","330",16215,6578,282,9355,0,,,90094,465294
"G3700350","1860","North Carolina","370","Catawba","0350","Catawba","47","350",10729,9033,32,1664,0,,,85611,386207
"G3700370","1860","North Carolina","370","Chatham","0370","Chatham","47","370",19101,12549,306,6246,0,,,129641,678773
"G3700390","1860","North Carolina","370","Cherokee","0390","Cherokee","47","390",9166,8583,38,519,26,,,41780,329321
"G3700410","1860","North Carolina","370","Chowan","0410","Chowan","47","410",6842,2979,150,3713,0,,,40335,227794
"G3700450","1860","North Carolina","370","Cleveland","0450","Cleveland","47","450",12348,10108,109,2131,0,,,70462,397837
"G3700470","1860","North Carolina","370","Columbus","0470","Columbus","47","470",8597,5779,355,2463,0,,,36472,263265
"G3700490","1860","North Carolina","370","Craven","0490","Craven","47","490",16268,8747,1332,6189,0,,,46754,298227
"G3700510","1860","North Carolina","370","Cumberland","0510","Cumberland","47","510",16369,9554,985,5830,0,,,45867,311025
"G3700530","1860","North Carolina","370","Currituck","0530","Currituck","47","530",7415,4669,223,2523,0,,,36446,214721
"G3700570","1860","North Carolina","370","Davidson","0570","Davidson","47","570",16601,13376,149,3076,0,,,118483,501827
"G3700590","1860","North Carolina","370","Davie","0590","Davie","47","590",8494,6001,101,2392,0,,,57756,261811
"G3700610","1860","North Carolina","370","Duplin","0610","Duplin","47","610",15784,8289,371,7124,0,,,84417,493346
"G3700650","1860","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",17376,6879,389,10108,0,,,196756,772989
"G3700670","1860","North Carolina","370","Forsyth","0670","Forsyth","47","670",12692,10710,218,1764,0,,,89026,348933
"G3700690","1860","North Carolina","370","Franklin","0690","Franklin","47","690",14107,6465,566,7076,0,,,99969,485158
"G3700710","1860","North Carolina","370","Gaston","0710","Gaston","47","710",9307,6997,111,2199,0,,,66267,348143
"G3700730","1860","North Carolina","370","Gates","0730","Gates","47","730",8443,4181,361,3901,0,,,32370,289154
"G3700770","1860","North Carolina","370","Granville","0770","Granville","47","770",23396,11187,1123,11086,0,,,127072,688879
"G3700790","1860","North Carolina","370","Greene","0790","Greene","47","790",7925,3824,154,3947,0,,,46168,289312
"G3700810","1860","North Carolina","370","Guilford","0810","Guilford","47","810",20056,15738,693,3625,0,,,150059,682590
"G3700830","1860","North Carolina","370","Halifax","0830","Halifax","47","830",19442,6641,2452,10349,0,,,114788,660532
"G3700850","1860","North Carolina","370","Harnett","0850","Harnett","47","850",8039,5352,103,2584,0,,,35131,264142
"G3700870","1860","North Carolina","370","Haywood","0870","Haywood","47","870",5801,5474,14,313,0,,,35882,248487
"G3700890","1860","North Carolina","370","Henderson","0890","Henderson","47","890",10448,8981,85,1382,0,,,47340,310665
"G3700910","1860","North Carolina","370","Hertford","0910","Hertford","47","910",9504,3947,1112,4445,0,,,46582,275925
"G3700950","1860","North Carolina","370","Hyde","0950","Hyde","47","950",7732,4682,257,2791,2,,,35121,174530
"G3700970","1860","North Carolina","370","Iredell","0970","Iredell","47","970",15347,11141,29,4177,0,,,107459,520577
"G3700990","1860","North Carolina","370","Jackson","0990","Jackson","47","990",5515,4179,6,268,1062,,,22481,199804
"G3701010","1860","North Carolina","370","Johnston","1010","Johnston","47","1010",15656,10545,195,4916,0,,,101770,490421
"G3701030","1860","North Carolina","370","Jones","1030","Jones","47","1030",5730,2204,113,3413,0,,,29282,233426
"G3701070","1860","North Carolina","370","Lenoir","1070","Lenoir","47","1070",10220,4902,178,5140,0,,,56832,346905
"G3701090","1860","North Carolina","370","Lincoln","1090","Lincoln","47","1090",8195,5999,81,2115,0,,,55090,288591
"G3701110","1860","North Carolina","370","McDowell","1110","Mcdowell","47","1110",7120,5542,273,1305,0,,,31737,203742
"G3701130","1860","North Carolina","370","Macon","1130","Macon","47","1130",6004,5315,115,519,55,,,57897,342127
"G3701150","1860","North Carolina","370","Madison","1150","Madison","47","1150",5908,5678,17,213,0,,,26841,215416
"G3701170","1860","North Carolina","370","Martin","1170","Martin","47","1170",10195,5435,451,4309,0,,,34485,257930
"G3701190","1860","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",17374,10534,293,6541,6,,,136957,641202
"G3701230","1860","North Carolina","370","Montgomery","1230","Montgomery","47","1230",7649,5780,46,1823,0,,,49564,239975
"G3701250","1860","North Carolina","370","Moore","1250","Moore","47","1250",11427,8725,184,2518,0,,,113608,446110
"G3701270","1860","North Carolina","370","Nash","1270","Nash","47","1270",11687,6320,687,4680,0,,,72064,359516
"G3701290","1860","North Carolina","370","New Hanover","1290","New Hanover","47","1290",21715,10615,767,10331,2,,,60559,303402
"G3701310","1860","North Carolina","370","Northampton","1310","Northampton","47","1310",13372,5909,659,6804,0,,,84905,511693
"G3701330","1860","North Carolina","370","Onslow","1330","Onslow","47","1330",8856,5195,162,3499,0,,,43361,293758
"G3701350","1860","North Carolina","370","Orange","1350","Orange","47","1350",16947,11311,528,5108,0,,,129292,531353
"G3701390","1860","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",8940,4450,1507,2983,0,,,45665,272156
"G3701430","1860","North Carolina","370","Perquimans","1430","Perquimans","47","1430",7238,3285,395,3558,0,,,47594,267372
"G3701450","1860","North Carolina","370","Person","1450","Person","47","1450",11221,5708,318,5195,0,,,57558,344788
"G3701470","1860","North Carolina","370","Pitt","1470","Pitt","47","1470",16080,7480,127,8473,0,,,78757,507867
"G3701490","1860","North Carolina","370","Polk","1490","Polk","47","1490",4043,3312,106,620,5,,,20011,123164
"G3701510","1860","North Carolina","370","Randolph","1510","Randolph","47","1510",16793,14716,432,1645,0,,,152957,580709
"G3701530","1860","North Carolina","370","Richmond","1530","Richmond","47","1530",11009,5211,345,5453,0,,,112728,343971
"G3701550","1860","North Carolina","370","Robeson","1550","Robeson","47","1550",15489,8572,1462,5455,0,,,98868,502200
"G3701570","1860","North Carolina","370","Rockingham","1570","Rockingham","47","1570",16746,10019,409,6318,0,,,82752,407484
"G3701590","1860","North Carolina","370","Rowan","1590","Rowan","47","1590",14589,10523,136,3930,0,,,148147,561799
"G3701610","1860","North Carolina","370","Rutherford","1610","Rutherford","47","1610",11573,9059,123,2391,0,,,72968,316555
"G3701630","1860","North Carolina","370","Sampson","1630","Sampson","47","1630",16624,9108,488,7028,0,,,65214,501839
"G3701670","1860","North Carolina","370","Stanly","1670","Stanly","47","1670",7801,6587,45,1169,0,,,52045,250155
"G3701690","1860","North Carolina","370","Stokes","1690","Stokes","47","1690",10402,7847,86,2469,0,,,42996,273245
"G3701710","1860","North Carolina","370","Surry","1710","Surry","47","1710",10380,8950,184,1246,0,,,44457,262455
"G3701770","1860","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",4944,3204,143,1597,0,,,21249,115705
"G3701790","1860","North Carolina","370","Union","1790","Union","47","1790",11202,8903,53,2246,0,,,103786,427607
"G3701830","1860","North Carolina","370","Wake","1830","Wake","47","1830",28627,16448,1446,10733,0,,,151291,823523
"G3701850","1860","North Carolina","370","Warren","1850","Warren","47","1850",15726,4923,402,10401,0,,,143563,560253
"G3701870","1860","North Carolina","370","Washington","1870","Washington","47","1870",6357,3593,299,2465,0,,,25642,160912
"G3701890","1860","North Carolina","370","Watauga","1890","Watauga","47","1890",4957,4772,81,104,0,,,43798,175426
"G3701910","1860","North Carolina","370","Wayne","1910","Wayne","47","1910",14905,8717,737,5451,0,,,68245,455664
"G3701930","1860","North Carolina","370","Wilkes","1930","Wilkes","47","1930",14749,13280,261,1208,0,,,46669,340524
