GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AKE001,AK3001,AK3002,AK3003,AK3004
"G2102110","1870","Kentucky","210","Shelby","2110","Shelby","51","2110",0,10350,5383,0,0
"G2102130","1870","Kentucky","210","Simpson","2130","Simpson","51","2130",0,7406,2167,0,0
"G2102150","1870","Kentucky","210","Spencer","2150","Spencer","51","2150",0,4477,1479,0,0
"G2102170","1870","Kentucky","210","Taylor","2170","Taylor","51","2170",0,6376,1850,0,0
"G2102190","1870","Kentucky","210","Todd","2190","Todd","51","2190",0,7752,4860,0,0
"G2102210","1870","Kentucky","210","Trigg","2210","Trigg","51","2210",0,9880,3806,0,0
"G2102230","1870","Kentucky","210","Trimble","2230","Trimble","51","2230",0,5121,456,0,0
"G2102250","1870","Kentucky","210","Union","2250","Union","51","2250",0,11066,2574,0,0
"G2102270","1870","Kentucky","210","Warren","2270","Warren","51","2270",4574,15375,6367,0,0
"G2102290","1870","Kentucky","210","Washington","2290","Washington","51","2290",0,10354,2110,0,0
"G2102310","1870","Kentucky","210","Wayne","2310","Wayne","51","2310",0,9927,675,0,0
"G2102330","1870","Kentucky","210","Webster","2330","Webster","51","2330",0,9582,1355,0,0
"G2102350","1870","Kentucky","210","Whitley","2350","Whitley","51","2350",0,8140,138,0,0
"G2102370","1870","Kentucky","210","Wolfe","2370","Wolfe","51","2370",0,3575,28,0,0
"G2102390","1870","Kentucky","210","Woodford","2390","Woodford","51","2390",3268,4415,3825,0,0
"G2200050","1870","Louisiana","220","Ascension","0050","Ascension","45","50",0,4265,7310,2,0
"G2200070","1870","Louisiana","220","Assumption","0070","Assumption","45","70",0,6247,6984,0,3
"G2200090","1870","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",0,6751,6175,0,0
"G2200130","1870","Louisiana","220","Bienville","0130","Bienville","45","130",0,5589,5047,0,0
"G2200150","1870","Louisiana","220","Bossier","0150","Bossier","45","150",0,3505,9170,0,0
"G2200170","1870","Louisiana","220","Caddo","0170","Caddo","45","170",4607,5913,15799,1,1
"G2200190","1870","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",0,5171,1457,0,105
"G2200210","1870","Louisiana","220","Caldwell","0210","Caldwell","45","210",0,2596,2224,0,0
"G2200230","1870","Louisiana","220","Cameron","0230","Cameron","45","230",0,1249,342,0,0
"G2200235","1870","Louisiana","220","Carroll","0235","Carroll","45","235",0,2380,7718,12,0
"G2200250","1870","Louisiana","220","Catahoula","0250","Catahoula","45","250",0,4381,4083,0,11
"G2200270","1870","Louisiana","220","Claiborne","0270","Claiborne","45","270",0,9630,10608,0,2
"G2200290","1870","Louisiana","220","Concordia","0290","Concordia","45","290",0,720,9257,0,0
"G2200310","1870","Louisiana","220","De Soto","0310","De Soto","45","310",0,5111,9851,0,0
"G2200330","1870","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",6498,6471,11343,0,2
"G2200370","1870","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",0,4106,9393,0,0
"G2200410","1870","Louisiana","220","Franklin","0410","Franklin","45","410",0,2233,2844,0,1
"G2200430","1870","Louisiana","220","Grant","0430","Grant","45","430",0,2078,2414,0,25
"G2200450","1870","Louisiana","220","Iberia","0450","Iberia","45","450",0,4531,4510,1,0
"G2200470","1870","Louisiana","220","Iberville","0470","Iberville","45","470",0,3669,8675,2,1
"G2200490","1870","Louisiana","220","Jackson","0490","Jackson","45","490",0,4203,3443,0,0
"G2200510","1870","Louisiana","220","Jefferson","0510","Jefferson","45","510",0,6709,11054,4,0
"G2200550","1870","Louisiana","220","Lafayette","0550","Lafayette","45","550",0,5631,4755,0,2
"G2200570","1870","Louisiana","220","Lafourche","0570","Lafourche","45","570",0,8060,6659,0,0
"G2200630","1870","Louisiana","220","Livingston","0630","Livingston","45","630",0,3085,933,0,8
"G2200650","1870","Louisiana","220","Madison","0650","Madison","45","650",0,936,7663,0,1
"G2200670","1870","Louisiana","220","Morehouse","0670","Morehouse","45","670",0,3012,6375,0,0
"G2200690","1870","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",0,7312,10929,19,5
"G2200710","1870","Louisiana","220","Orleans","0710","Orleans","45","710",191418,140923,50456,23,16
"G2200730","1870","Louisiana","220","Ouachita","0730","Ouachita","45","730",0,3759,7823,0,0
"G2200750","1870","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",0,3703,6845,0,4
"G2200770","1870","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",0,3752,9229,0,0
"G2200790","1870","Louisiana","220","Rapides","0790","Rapides","45","790",0,7742,10267,0,6
"G2200830","1870","Louisiana","220","Richland","0830","Richland","45","830",0,2405,2705,0,0
"G2200850","1870","Louisiana","220","Sabine","0850","Sabine","45","850",0,4592,1847,0,17
"G2200870","1870","Louisiana","220","St Bernard","0870","St Bernard","45","870",0,1640,1913,0,0
"G2200890","1870","Louisiana","220","St Charles","0890","St Charles","45","890",0,897,3963,7,0
"G2200910","1870","Louisiana","220","St Helena","0910","St Helena","45","910",0,2509,2914,0,0
"G2200930","1870","Louisiana","220","St James","0930","St James","45","930",0,3275,6877,0,0
"G2200950","1870","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",0,2715,4044,0,3
"G2200970","1870","Louisiana","220","St Landry","0970","St Landry","45","970",0,13776,11694,0,83
"G2200990","1870","Louisiana","220","St Martin","0990","St Martin","45","990",0,4286,5064,0,20
"G2201010","1870","Louisiana","220","St Mary","1010","St Mary","45","1010",0,4203,9607,0,50
"G2201030","1870","Louisiana","220","St Tammany","1030","St Tammany","45","1030",0,3411,2175,0,0
"G2201050","1870","Louisiana","220","Tangipahoa","1050","Tangipahoa","45","1050",0,4934,2994,0,0
"G2201070","1870","Louisiana","220","Tensas","1070","Tensas","45","1070",0,1400,11018,0,1
"G2201090","1870","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",0,6080,6172,0,199
"G2201110","1870","Louisiana","220","Union","1110","Union","45","1110",0,7311,4374,0,0
"G2201130","1870","Louisiana","220","Vermilion","1130","Vermillion","45","1130",0,3480,1047,0,1
"G2201170","1870","Louisiana","220","Washington","1170","Washington","45","1170",0,2391,939,0,0
"G2201210","1870","Louisiana","220","West Baton Rouge","1210","West Baton Rouge","45","1210",0,1710,3404,0,0
"G2201250","1870","Louisiana","220","West Feliciana","1250","West Feliciana","45","1250",0,1583,8915,0,1
"G2201270","1870","Louisiana","220","Winn","1270","Winn","45","1270",0,4044,909,0,1
"G2300010","1870","Maine","230","Androscoggin","0010","Androscoggin","2","10",19769,35826,40,0,0
"G2300030","1870","Maine","230","Aroostook","0030","Aroostook","2","30",0,29553,56,0,0
"G2300050","1870","Maine","230","Cumberland","0050","Cumberland","2","50",31413,81503,517,0,1
"G2300070","1870","Maine","230","Franklin","0070","Franklin","2","70",0,18796,10,0,1
"G2300090","1870","Maine","230","Hancock","0090","Hancock","2","90",5257,36444,49,1,1
"G2300110","1870","Maine","230","Kennebec","0110","Kennebec","2","110",15312,53019,184,0,0
"G2300130","1870","Maine","230","Knox","0130","Knox","2","130",7074,30707,116,0,0
"G2300150","1870","Maine","230","Lincoln","0150","Lincoln","2","150",0,25531,58,0,8
"G2300170","1870","Maine","230","Oxford","0170","Oxford","2","170",0,33465,23,0,0
"G2300190","1870","Maine","230","Penobscot","0190","Penobscot","2","190",18289,74581,108,0,461
"G2300210","1870","Maine","230","Piscataquis","0210","Piscataquis","2","210",0,14328,54,0,21
"G2300230","1870","Maine","230","Sagadahoc","0230","Sagadahoc","2","230",7371,18693,109,0,1
"G2300250","1870","Maine","230","Somerset","0250","Somerset","2","250",0,34582,24,0,5
"G2300270","1870","Maine","230","Waldo","0270","Waldo","2","270",5278,34493,29,0,0
"G2300290","1870","Maine","230","Washington","0290","Washington","2","290",5944,43188,155,0,0
"G2300310","1870","Maine","230","York","0310","York","2","310",16037,60100,74,0,0
"G2400010","1870","Maryland","240","Allegany","0010","Allegany","52","10",8056,37370,1166,0,0
"G2400030","1870","Maryland","240","Anne Arundel","0030","Anne Arundel","52","30",5744,12725,11732,0,0
"G2400050","1870","Maryland","240","Baltimore","0050","Baltimore","52","50",267354,282818,47921,1,1
"G2400090","1870","Maryland","240","Calvert","0090","Calvert","52","70",0,4332,5533,0,0
"G2400110","1870","Maryland","240","Caroline","0110","Caroline","52","90",0,8343,3758,0,0
"G2400130","1870","Maryland","240","Carroll","0130","Carroll","52","110",0,26444,2175,0,0
"G2400150","1870","Maryland","240","Cecil","0150","Cecil","52","130",0,21860,4014,0,0
"G2400170","1870","Maryland","240","Charles","0170","Charles","52","150",0,6418,9318,0,2
"G2400190","1870","Maryland","240","Dorchester","0190","Dorchester","52","170",0,11902,7556,0,0
"G2400210","1870","Maryland","240","Frederick","0210","Frederick","52","190",8526,39999,7572,1,0
"G2400250","1870","Maryland","240","Harford","0250","Harford","52","230",0,17750,4855,0,0
"G2400270","1870","Maryland","240","Howard","0270","Howard","52","250",0,10676,3474,0,0
"G2400290","1870","Maryland","240","Kent","0290","Kent","52","270",0,9370,7732,0,0
"G2400310","1870","Maryland","240","Montgomery","0310","Montgomery","52","290",0,13128,7434,0,1
"G2400330","1870","Maryland","240","Prince Georges","0330","Prince Georges","52","310",0,11358,9780,0,0
"G2400350","1870","Maryland","240","Queen Anne's","0350","Queen Anne's","52","330",0,9579,6592,0,0
"G2400370","1870","Maryland","240","St Mary's","0370","St Mary's","52","370",0,7218,7726,0,0
"G2400390","1870","Maryland","240","Somerset","0390","Somerset","52","350",0,10916,7274,0,0
"G2400410","1870","Maryland","240","Talbot","0410","Talbot","52","390",0,9471,6666,0,0
"G2400430","1870","Maryland","240","Washington","0430","Washington","52","410",5779,31874,2838,0,0
"G2400450","1870","Maryland","240","Wicomico","0450","Wicomico","52","430",0,11396,4406,0,0
"G2400470","1870","Maryland","240","Worcester","0470","Worcester","52","450",0,10550,5869,0,0
"G2405100","1870","Maryland","240","Baltimore City","5100","Baltimore City","52","5100",,,,,
"G2500010","1870","Massachusetts","250","Barnstable","0010","Barnstable","3","10",8658,32310,460,0,4
"G2500030","1870","Massachusetts","250","Berkshire","0030","Berkshire","3","30",27522,63427,1322,75,3
"G2500050","1870","Massachusetts","250","Bristol","0050","Bristol","3","50",73484,100777,2067,1,41
"G2500070","1870","Massachusetts","250","Dukes","0070","Dukes","3","70",0,3541,246,0,0
"G2500090","1870","Massachusetts","250","Essex","0090","Essex","3","90",158277,199800,1038,3,2
"G2500110","1870","Massachusetts","250","Franklin","0110","Franklin","3","110",0,32543,91,0,1
"G2500130","1870","Massachusetts","250","Hampden","0130","Hampden","3","130",53562,77590,813,0,6
"G2500150","1870","Massachusetts","250","Hampshire","0150","Hampshire","3","150",18454,44036,351,1,0
"G2500170","1870","Massachusetts","250","Middlesex","0170","Middlesex","3","170",199924,272594,1749,3,7
"G2500190","1870","Massachusetts","250","Nantucket","0190","Nantucket","3","190",4123,4038,80,0,5
"G2500210","1870","Massachusetts","250","Norfolk","0210","Norfolk","3","210",48177,89068,353,2,20
"G2500230","1870","Massachusetts","250","Plymouth","0230","Plymouth","3","230",23354,64834,506,1,24
"G2500250","1870","Massachusetts","250","Suffolk","0250","Suffolk","3","250",269073,267048,3735,7,12
"G2500270","1870","Massachusetts","250","Worcester","0270","Worcester","3","270",87473,191550,1136,4,26
"G2600010","1870","Michigan","260","Alcona","0010","Alcona","23","10",0,696,0,0,0
"G2600050","1870","Michigan","260","Allegan","0050","Allegan","23","50",0,31668,345,0,92
"G2600070","1870","Michigan","260","Alpena","0070","Alpena","23","70",0,2754,2,0,0
"G2600090","1870","Michigan","260","Antrim","0090","Antrim","23","90",0,1920,1,0,64
"G2600150","1870","Michigan","260","Barry","0150","Barry","23","150",0,22110,89,0,0
"G2600170","1870","Michigan","260","Bay","0170","Bay","23","170",7064,15701,116,0,83
"G2600190","1870","Michigan","260","Benzie","0190","Benzie","23","190",0,2155,29,0,0
"G2600210","1870","Michigan","260","Berrien","0210","Berrien","23","210",4630,34507,596,0,1
"G2600230","1870","Michigan","260","Branch","0230","Branch","23","230",4381,26173,53,0,0
"G2600250","1870","Michigan","260","Calhoun","0250","Calhoun","23","250",10763,35954,560,0,55
"G2600270","1870","Michigan","260","Cass","0270","Cass","23","270",0,19351,1690,0,53
"G2600290","1870","Michigan","260","Charlevoix","0290","Charlevoix","23","290",0,1502,9,0,213
"G2600310","1870","Michigan","260","Cheboygan","0310","Cheboygan","23","310",0,2025,8,0,163
"G2600330","1870","Michigan","260","Chippewa","0330","Chippewa","23","330",0,950,5,0,734
"G2600350","1870","Michigan","260","Clare","0350","Clare","23","350",0,366,0,0,0
"G2600370","1870","Michigan","260","Clinton","0370","Clinton","23","370",0,22784,60,0,1
"G2600410","1870","Michigan","260","Delta","0410","Delta","23","410",0,2523,4,0,15
"G2600450","1870","Michigan","260","Eaton","0450","Eaton","23","450",0,25093,78,0,0
"G2600470","1870","Michigan","260","Emmet","0470","Emmet","23","470",0,111,0,0,1100
"G2600490","1870","Michigan","260","Genesee","0490","Genesee","23","490",5386,33779,104,0,17
"G2600510","1870","Michigan","260","Gladwin","0510","Gladwin","23","510",,,,,
"G2600550","1870","Michigan","260","Grand Traverse","0550","Grand Traverse","23","550",0,4427,11,0,5
"G2600570","1870","Michigan","260","Gratiot","0570","Gratiot","23","570",0,11772,32,0,6
"G2600590","1870","Michigan","260","Hillsdale","0590","Hillsdale","23","590",3518,31615,69,0,0
"G2600610","1870","Michigan","260","Houghton","0610","Houghton","23","610",0,13778,28,0,73
"G2600630","1870","Michigan","260","Huron","0630","Huron","23","630",0,8989,3,0,57
"G2600650","1870","Michigan","260","Ingham","0650","Ingham","23","650",5241,25109,158,1,0
"G2600670","1870","Michigan","260","Ionia","0670","Ionia","23","670",2500,27627,54,0,0
"G2600690","1870","Michigan","260","Iosco","0690","Iosco","23","690",0,3149,9,0,5
"G2600730","1870","Michigan","260","Isabella","0730","Isabella","23","730",0,4095,18,0,0
"G2600750","1870","Michigan","260","Jackson","0750","Jackson","23","750",11447,35620,423,0,4
"G2600770","1870","Michigan","260","Kalamazoo","0770","Kalamazoo","23","770",9181,31528,525,0,1
"G2600790","1870","Michigan","260","Kalkaska","0790","Kalkaska","23","790",0,423,0,0,1
"G2600810","1870","Michigan","260","Kent","0810","Kent","23","810",16507,50237,157,0,9
"G2600830","1870","Michigan","260","Keweenaw","0830","Keweenaw","23","830",0,4200,2,0,3
"G2600850","1870","Michigan","260","Lake","0850","Lake","23","850",0,548,0,0,0
"G2600870","1870","Michigan","260","Lapeer","0870","Lapeer","23","870",0,21261,84,0,0
"G2600890","1870","Michigan","260","Leelanau","0890","Leelanau","23","890",0,4047,17,0,512
"G2600910","1870","Michigan","260","Lenawee","0910","Lenawee","23","910",8438,45204,389,0,2
"G2600930","1870","Michigan","260","Livingston","0930","Livingston","23","930",0,19279,57,0,0
"G2600970","1870","Michigan","260","Mackinac","0970","Mackinac","23","970",0,1406,25,0,285
"G2600990","1870","Michigan","260","Macomb","0990","Macomb","23","990",0,27498,118,0,0
"G2601010","1870","Michigan","260","Manistee","1010","Manistee","23","1010",0,6060,14,0,0
"G2601015","1870","Michigan","260","Manitou","1015","Manitou","23","1015",3343,891,0,0,0
"G2601030","1870","Michigan","260","Marquette","1030","Marquette","23","1030",6559,14900,61,0,72
"G2601050","1870","Michigan","260","Mason","1050","Mason","23","1050",0,3023,10,0,230
"G2601070","1870","Michigan","260","Mecosta","1070","Mecosta","23","1070",0,5506,127,0,9
"G2601090","1870","Michigan","260","Menominee","1090","Menominee","23","1090",0,1777,9,0,5
"G2601110","1870","Michigan","260","Midland","1110","Midland","23","1110",0,3269,14,0,2
"G2601130","1870","Michigan","260","Missaukee","1130","Missaukee","23","1130",0,130,0,0,0
"G2601150","1870","Michigan","260","Monroe","1150","Monroe","23","1150",5086,27405,78,0,0
"G2601170","1870","Michigan","260","Montcalm","1170","Montcalm","23","1170",0,13561,68,0,0
"G2601190","1870","Michigan","260","Montmorency","1190","Montmorency","23","1190",,,,,
"G2601210","1870","Michigan","260","Muskegon","1210","Muskegon","23","1210",6002,14854,40,0,0
"G2601230","1870","Michigan","260","Newaygo","1230","Newaygo","23","1230",0,7159,5,0,130
"G2601250","1870","Michigan","260","Oakland","1250","Oakland","23","1250",4867,40402,465,0,0
"G2601270","1870","Michigan","260","Oceana","1270","Oceana","23","1270",0,6616,13,0,593
"G2601290","1870","Michigan","260","Ogemaw","1290","Ogemaw","23","1290",0,12,0,0,0
"G2601310","1870","Michigan","260","Ontonagon","1310","Ontonagon","23","1310",0,2813,13,0,19
"G2601330","1870","Michigan","260","Osceola","1330","Osceola","23","1330",0,2076,1,0,16
"G2601350","1870","Michigan","260","Oscoda","1350","Oscoda","23","1350",0,70,0,0,0
"G2601370","1870","Michigan","260","Otsego","1370","Otsego","23","1370",,,,,
"G2601390","1870","Michigan","260","Ottawa","1390","Ottawa","23","1390",3147,26541,95,1,14
"G2601410","1870","Michigan","260","Presque Isle","1410","Presque Isle","23","1410",0,354,0,0,1
"G2601430","1870","Michigan","260","Roscommon","1430","Roscommon","23","1430",,,,,
"G2601450","1870","Michigan","260","Saginaw","1450","Saginaw","23","1450",18810,38683,288,0,126
"G2601470","1870","Michigan","260","St Clair","1470","St Clair","23","1470",5973,36593,66,0,2
"G2601490","1870","Michigan","260","St Joseph","1490","St Joseph","23","1490",0,26142,133,0,0
"G2601510","1870","Michigan","260","Sanilac","1510","Sanilac","23","1510",0,14527,28,0,7
"G2601530","1870","Michigan","260","Schoolcraft","1530","Schoolcraft","23","1530",,,,,
"G2601550","1870","Michigan","260","Shiawassee","1550","Shiawassee","23","1550",0,20823,35,0,0
"G2601570","1870","Michigan","260","Tuscola","1570","Tuscola","23","1570",0,13704,9,0,1
"G2601590","1870","Michigan","260","Van Buren","1590","Van Buren","23","1590",0,28152,538,0,139
"G2601610","1870","Michigan","260","Washtenaw","1610","Washtenaw","23","1610",12834,40307,1125,0,2
"G2601630","1870","Michigan","260","Wayne","1630","Wayne","23","1630",82308,116351,2683,0,4
"G2601650","1870","Michigan","260","Wexford","1650","Wexford","23","1650",0,647,3,0,0
"G2700010","1870","Minnesota","270","Aitkin","0010","Aitkin","33","10",0,18,0,0,160
"G2700030","1870","Minnesota","270","Anoka","0030","Anoka","33","30",0,3925,15,0,0
"G2700050","1870","Minnesota","270","Becker","0050","Becker","33","50",0,308,0,0,0
"G2700070","1870","Minnesota","270","Beltrami","0070","Beltrami","33","70",0,80,0,0,0
