GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AYM001,AZ3001,AZ3002,AZ3003,AZ3004
"G3701310","1900","North Carolina","370","Northampton","1310","Northampton","47","1310",21150,6021,6098,6020,6098
"G3701330","1900","North Carolina","370","Onslow","1330","Onslow","47","1330",11940,1724,1886,1724,1886
"G3701350","1900","North Carolina","370","Orange","1350","Orange","47","1350",14690,2658,2603,2658,2603
"G3701370","1900","North Carolina","370","Pamlico","1370","Pamlico","47","1370",8045,1296,1341,1296,1341
"G3701390","1900","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",13660,3422,3608,3419,3608
"G3701410","1900","North Carolina","370","Pender","1410","Pender","47","1410",13381,3288,3621,3288,3621
"G3701430","1900","North Carolina","370","Perquimans","1430","Perquimans","47","1430",10091,2550,2453,2550,2453
"G3701450","1900","North Carolina","370","Person","1450","Person","47","1450",16685,3421,3602,3421,3602
"G3701470","1900","North Carolina","370","Pitt","1470","Pitt","47","1470",30889,7575,7917,7575,7917
"G3701490","1900","North Carolina","370","Polk","1490","Polk","47","1490",7004,595,612,595,612
"G3701510","1900","North Carolina","370","Randolph","1510","Randolph","47","1510",28232,1809,1863,1809,1863
"G3701530","1900","North Carolina","370","Richmond","1530","Richmond","47","1530",15855,3837,3926,3837,3926
"G3701550","1900","North Carolina","370","Robeson","1550","Robeson","47","1550",40371,10205,10589,8279,8638
"G3701570","1900","North Carolina","370","Rockingham","1570","Rockingham","47","1570",33163,5531,6088,5529,6088
"G3701590","1900","North Carolina","370","Rowan","1590","Rowan","47","1590",31066,4030,4088,4028,4087
"G3701610","1900","North Carolina","370","Rutherford","1610","Rutherford","47","1610",25101,2120,2322,2120,2321
"G3701630","1900","North Carolina","370","Sampson","1630","Sampson","47","1630",26380,4205,4925,4205,4925
"G3701650","1900","North Carolina","370","Scotland","1650","Scotland","47","1650",12553,3372,3472,3311,3399
"G3701670","1900","North Carolina","370","Stanly","1670","Stanly","47","1670",15220,945,854,945,854
"G3701690","1900","North Carolina","370","Stokes","1690","Stokes","47","1690",19866,1489,1502,1489,1502
"G3701710","1900","North Carolina","370","Surry","1710","Surry","47","1710",25515,1425,1481,1423,1481
"G3701730","1900","North Carolina","370","Swain","1730","Swain","47","1730",8401,551,498,93,81
"G3701750","1900","North Carolina","370","Transylvania","1750","Transylvania","47","1750",6620,305,310,305,310
"G3701770","1900","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",4980,753,709,753,709
"G3701790","1900","North Carolina","370","Union","1790","Union","47","1790",27156,3979,4020,3979,4020
"G3701810","1900","North Carolina","370","Vance","1810","Vance","47","1810",16684,4696,5059,4696,5059
"G3701830","1900","North Carolina","370","Wake","1830","Wake","47","1830",54626,11698,12661,11697,12661
"G3701850","1900","North Carolina","370","Warren","1850","Warren","47","1850",19151,6352,6717,6352,6717
"G3701870","1900","North Carolina","370","Washington","1870","Washington","47","1870",10608,2616,2750,2616,2750
"G3701890","1900","North Carolina","370","Watauga","1890","Watauga","47","1890",13417,195,196,195,196
"G3701910","1900","North Carolina","370","Wayne","1910","Wayne","47","1910",31356,6383,7039,6380,7039
"G3701930","1900","North Carolina","370","Wilkes","1930","Wilkes","47","1930",26872,1162,1275,1162,1275
"G3701950","1900","North Carolina","370","Wilson","1950","Wilson","47","1950",23596,4801,5104,4801,5104
"G3701970","1900","North Carolina","370","Yadkin","1970","Yadkin","47","1970",14083,604,584,603,584
"G3701990","1900","North Carolina","370","Yancey","1990","Yancey","47","1990",11464,141,142,141,142
"G3800030","1900","North Dakota","380","Barnes","0030","Barnes","36","30",13159,2,1,2,1
"G3800050","1900","North Dakota","380","Benson","0050","Benson","36","50",8320,582,599,0,0
"G3800070","1900","North Dakota","380","Billings","0070","Billings","36","70",975,4,0,4,0
"G3800090","1900","North Dakota","380","Bottineau","0090","Bottineau","36","90",7532,1,1,0,1
"G3800150","1900","North Dakota","380","Burleigh","0150","Burleigh","36","150",6081,38,21,30,19
"G3800170","1900","North Dakota","380","Cass","0170","Cass","36","170",28625,43,32,41,28
"G3800190","1900","North Dakota","380","Cavalier","0190","Cavalier","36","190",12580,27,23,0,0
"G3800210","1900","North Dakota","380","Dickey","0210","Dickey","36","210",6061,1,0,1,0
"G3800270","1900","North Dakota","380","Eddy","0270","Eddy","36","270",3330,6,3,6,3
"G3800290","1900","North Dakota","380","Emmons","0290","Emmons","36","290",4349,5,13,1,3
"G3800310","1900","North Dakota","380","Foster","0310","Foster","36","310",3770,3,0,2,0
"G3800350","1900","North Dakota","380","Grand Forks","0350","Grand Forks","36","350",24459,24,14,17,14
"G3800390","1900","North Dakota","380","Griggs","0390","Griggs","36","390",4744,1,7,1,7
"G3800430","1900","North Dakota","380","Kidder","0430","Kidder","36","430",1754,3,0,3,0
"G3800450","1900","North Dakota","380","LaMoure","0450","La Moure","36","450",6048,0,0,0,0
"G3800470","1900","North Dakota","380","Logan","0470","Logan","36","470",1625,0,0,0,0
"G3800490","1900","North Dakota","380","McHenry","0490","Mchenry","36","490",5253,1,4,1,4
"G3800510","1900","North Dakota","380","McIntosh","0510","Mcintosh","36","510",4818,0,0,0,0
"G3800550","1900","North Dakota","380","McLean","0550","Mclean","36","550",4791,484,499,3,0
"G3800570","1900","North Dakota","380","Mercer","0570","Mercer","36","570",1778,23,17,0,0
"G3800590","1900","North Dakota","380","Morton","0590","Morton","36","590",8069,10,7,5,6
"G3800630","1900","North Dakota","380","Nelson","0630","Nelson","36","630",7316,0,0,0,0
"G3800650","1900","North Dakota","380","Oliver","0650","Oliver","36","650",990,0,0,0,0
"G3800670","1900","North Dakota","380","Pembina","0670","Pembina","36","670",17869,58,42,1,1
"G3800690","1900","North Dakota","380","Pierce","0690","Pierce","36","690",4765,13,4,13,4
"G3800710","1900","North Dakota","380","Ramsey","0710","Ramsey","36","710",9198,9,3,6,3
"G3800730","1900","North Dakota","380","Ransom","0730","Ransom","36","730",6919,11,3,11,3
"G3800770","1900","North Dakota","380","Richland","0770","Richland","36","770",17387,10,8,8,5
"G3800790","1900","North Dakota","380","Rolette","0790","Rolette","36","790",7995,1307,1243,2,2
"G3800810","1900","North Dakota","380","Sargent","0810","Sargent","36","810",6039,20,23,0,1
"G3800890","1900","North Dakota","380","Stark","0890","Stark","36","890",7621,9,1,2,1
"G3800910","1900","North Dakota","380","Steele","0910","Steele","36","910",5888,1,0,1,0
"G3800930","1900","North Dakota","380","Stutsman","0930","Stutsman","36","930",9143,4,0,2,0
"G3800950","1900","North Dakota","380","Towner","0950","Towner","36","950",6491,1,0,0,0
"G3800970","1900","North Dakota","380","Traill","0970","Traill","36","970",13107,2,0,1,0
"G3800990","1900","North Dakota","380","Walsh","0990","Walsh","36","990",20288,2,2,1,1
"G3801010","1900","North Dakota","380","Ward","1010","Ward","36","1010",7961,82,5,3,0
"G3801030","1900","North Dakota","380","Wells","1030","Wells","36","1030",8310,0,0,0,0
"G3801050","1900","North Dakota","380","Williams","1050","Williams","36","1050",1530,127,35,4,4
"G3809015","1900","North Dakota","380","Devils Lake Indian Reservation","9015","Devils Lake Indian Reservation","36","205",,,,,
"G3809035","1900","North Dakota","380","Fort Berthold Indian Reservation","9035","Fort Berthold Indian Reservation","36","305",,,,,
"G3809055","1900","North Dakota","380","Standing Rock Indian Reservation","9055","Standing Rock Indian Reservation","36","875",2208,903,1007,1,2
"G3809075","1900","North Dakota","380","Turtle Mountain Indian Reservation","9075","Turtle Mountain Indian Reservation","36","975",,,,,
"G3900010","1900","Ohio","390","Adams","0010","Adams","24","10",26328,151,126,151,126
"G3900030","1900","Ohio","390","Allen","0030","Allen","24","30",47976,448,402,440,402
"G3900050","1900","Ohio","390","Ashland","0050","Ashland","24","50",21184,8,6,7,6
"G3900070","1900","Ohio","390","Ashtabula","0070","Ashtabula","24","70",51448,134,110,129,110
"G3900090","1900","Ohio","390","Athens","0090","Athens","24","90",38730,718,614,715,614
"G3900110","1900","Ohio","390","Auglaize","0110","Auglaize","24","110",31192,14,11,13,11
"G3900130","1900","Ohio","390","Belmont","0130","Belmont","24","130",60875,1004,865,992,865
"G3900150","1900","Ohio","390","Brown","0150","Brown","24","150",28237,875,800,875,800
"G3900170","1900","Ohio","390","Butler","0170","Butler","24","170",56870,637,550,634,549
"G3900190","1900","Ohio","390","Carroll","0190","Carroll","24","190",16811,19,13,19,13
"G3900210","1900","Ohio","390","Champaign","0210","Champaign","24","210",26642,709,757,703,757
"G3900230","1900","Ohio","390","Clark","0230","Clark","24","230",58939,2714,2532,2711,2532
"G3900250","1900","Ohio","390","Clermont","0250","Clermont","24","250",31610,593,590,593,590
"G3900270","1900","Ohio","390","Clinton","0270","Clinton","24","270",24202,626,575,625,574
"G3900290","1900","Ohio","390","Columbiana","0290","Columbiana","24","290",68590,449,375,437,375
"G3900310","1900","Ohio","390","Coshocton","0310","Coshocton","24","310",29337,44,48,43,48
"G3900330","1900","Ohio","390","Crawford","0330","Crawford","24","330",33915,34,26,33,26
"G3900350","1900","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",439120,3413,2897,3297,2892
"G3900370","1900","Ohio","390","Darke","0370","Darke","24","370",42532,219,202,219,202
"G3900390","1900","Ohio","390","Defiance","0390","Defiance","24","390",26387,32,31,32,31
"G3900410","1900","Ohio","390","Delaware","0410","Delaware","24","410",26401,256,326,252,326
"G3900430","1900","Ohio","390","Erie","0430","Erie","24","430",37650,242,184,241,184
"G3900450","1900","Ohio","390","Fairfield","0450","Fairfield","24","450",34259,272,130,272,130
"G3900470","1900","Ohio","390","Fayette","0470","Fayette","24","470",21725,734,666,732,666
"G3900490","1900","Ohio","390","Franklin","0490","Franklin","24","490",164460,4903,4344,4881,4342
"G3900510","1900","Ohio","390","Fulton","0510","Fulton","24","510",22801,13,8,13,8
"G3900530","1900","Ohio","390","Gallia","0530","Gallia","24","530",27918,1151,1132,1149,1132
"G3900550","1900","Ohio","390","Geauga","0550","Geauga","24","550",14744,10,6,10,6
"G3900570","1900","Ohio","390","Greene","0570","Greene","24","570",31613,2056,2003,2052,2003
"G3900590","1900","Ohio","390","Guernsey","0590","Guernsey","24","590",34425,248,225,247,225
"G3900610","1900","Ohio","390","Hamilton","0610","Hamilton","24","610",409479,8701,9014,8683,9012
